y,x0,x1,x2,x3,x4
7.499,A1,A0,170,1,
0.4,A1,A2,0,3,A2
29.999,A4,A0,143,1,A0
21.0,A5,A0,354,6,A0
7.0,A4,A0,200,3,A0
15.999,A5,A1,160,8,A0
4.8,A4,A1,140,10,A0
6.999,A5,A0,170,8,A0
1.55,A3,A1,60,2,A2
2.799,A4,A1,82,6,A0
4.5,A1,A1,150,8,A0
50.1,A1,A0,560,5,A0
5.95,A1,A1,90,1,A0
2.3,A4,A1,116,10,A1
8.3,A3,A1,136,1,
2.85,A0,A1,47,9,A0
0.95,A4,A0,225,1,A0
1.499,A0,A1,60,4,A0
27.5,A4,A0,170,7,A0
32.0,A5,A1,265,1,A0
5.555,A1,A1,160,8,A0
11.95,A1,A0,224,3,A0
0.65,A0,A1,54,1,A2
0.59,A0,A1,60,11,A1
1.48,A1,A1,101,3,A0
8.5,A7,A1,129,12,A0
10.49,A1,A0,306,7,A1
3.5,A4,A1,90,8,A0
2.5,A5,A1,170,3,A2
6.39,A4,A1,179,8,A0
2.5,A1,A1,136,5,A0
7.9,A1,A1,102,4,A0
0.85,A2,A1,170,12,A1
0.599,A2,A2,75,7,A0
11.499,A1,A2,0,11,A0
1.5,A4,A1,0,9,A1
0.1,A2,A1,75,9,A2
0.0,A2,A1,58,12,A0
6.2,A7,A1,0,9,A0
0.6,A0,A1,50,7,A2
14.49,A2,A1,320,9,A0
0.99,A4,A1,109,9,A1
1.6,A1,A0,101,9,A2
5.3,A0,A1,92,9,A1
11.4,A0,A1,98,9,A0
1.99,A2,A1,75,9,A0
4.7,A0,A1,120,4,
25.5,A1,A0,170,2,A0
0.45,A4,A1,150,4,A2
23.5,A5,A1,306,1,A0
5.5,A1,A1,150,9,A0
7.2,A8,A0,200,6,A0
12.0,A2,A0,170,6,A1
10.45,A2,A1,131,11,A0
7.777,A1,A0,193,7,A0
2.5,A1,A1,132,3,A0
8.95,A1,A1,150,6,A0
0.8,A5,A1,125,1,A0
10.0,A4,A0,102,8,A0
2.9,A7,A1,95,12,A1
0.999,A0,A1,58,1,A0
10.0,A2,A0,0,10,A0
,A0,A0,54,3,
1.25,A2,A1,60,3,A0
14.8,A1,A1,117,8,A0
1.45,A0,A1,60,4,A0
2.5,A4,A0,131,12,A0
0.89,A0,A1,55,11,A0
0.7,A3,A1,101,6,A0
7.4,A4,A1,140,11,A0
4.9,A1,A1,116,11,A0
2.995,A0,A1,75,4,A0
0.95,A1,A1,122,11,A0
3.8,A3,A1,140,2,A1
3.35,A0,A1,75,1,A0
0.85,A0,A1,60,6,A1
15.2,A4,A1,90,9,A0
0.3,A5,A1,170,4,A2
3.6,A4,A1,122,7,A0
0.2,A2,A0,114,4,A1
9.599,A4,A1,170,2,A0
13.5,A1,A0,225,8,A0
25.9,A5,A0,177,2,A0
19.95,A7,A1,170,4,
16.299,A4,A0,197,10,A0
22.0,A1,A0,245,10,A0
1.25,A4,A1,90,7,A0
5.8,A6,A0,212,11,A1
0.95,A0,A1,50,5,A0
9.5,A4,A0,140,7,A0
3.4,A4,A1,109,10,A0
8.0,A3,A1,110,3,A0
0.9,A4,A1,110,5,A0
0.5,A0,A1,50,12,A2
1.2,A0,A1,55,0,A2
4.9,A2,A1,120,3,A0
15.5,A1,A1,141,11,A0
11.75,A0,A1,105,4,A0
0.95,A1,A0,193,6,A0
17.0,A4,A1,140,8,A0
,A1,A1,101,0,A0
5.89,A1,A0,102,5,A0
3.7,A1,A1,90,3,A0
13.5,A4,A1,177,5,A1
0.75,A1,A1,150,2,A1
9.3,A2,A1,117,10,A0
2.299,A0,A1,116,8,A1
1.2,A0,A1,68,12,A1
0.99,A0,A1,45,9,A0
0.699,A0,A0,65,8,A0
0.799,A4,A1,100,1,A0
0.5,A1,A1,120,8,
16.485,A4,A1,160,8,A1
4.0,A1,A1,150,6,A0
3.1,A0,A1,75,8,
0.4,A0,A1,44,0,A1
5.5,A1,A1,140,7,A0
0.1,A1,A1,80,3,A2
0.25,A4,A1,0,11,A0
6.5,A1,A1,105,8,A1
2.0,A4,A1,100,8,A0
2.549,A4,A1,116,11,A0
0.699,A1,A0,90,3,A0
0.75,A1,A1,75,1,A0
0.349,A0,A1,55,0,A0
13.5,A5,A1,110,0,A0
0.4,A4,A1,100,3,A2
0.85,A0,A1,60,7,A0
3.75,A3,A1,88,7,A0
33.999,A3,A1,140,1,A0
1.3,A1,A1,170,12,A0
3.5,A1,A1,0,5,A1
1.8,A4,A0,163,7,A2
4.2,A1,A1,95,12,A0
10.0,A1,A0,184,3,A0
0.52,A2,A1,90,10,A0
0.15,A0,A1,37,5,A2
1.3,A8,A1,102,6,A1
4.2,A3,A1,90,6,A0
1.3,A2,A0,58,0,
0.35,A4,A1,0,0,A2
0.699,A4,A1,90,1,A0
0.9,A1,A1,69,12,A2
2.85,A2,A1,116,3,A1
11.999,A3,A1,174,2,A0
0.2,A0,A1,103,1,
0.75,A3,A1,90,3,A1
7.899,A3,A1,110,8,A0
9.5,A7,A0,150,10,A0
15.5,A5,A1,190,2,
4.69,A5,A0,147,5,A1
16.7,A6,A2,0,7,A0
1.95,A2,A1,131,2,A0
1.5,A4,A1,150,6,A0
14.4,A4,A0,286,9,A0
4.8,A7,A0,193,6,A0
1.25,A0,A1,90,4,A0
3.8,A3,A1,131,3,A0
1.49,A7,A0,163,7,A0
1.89,A0,A1,54,9,A0
1.4,A3,A1,68,1,A0
1.35,A4,A1,125,7,A0
8.0,A3,A1,170,5,A0
2.1,A0,A0,41,12,A0
1.499,A0,A1,60,11,A0
2.7,A5,A1,163,2,A0
14.1,A8,A0,163,7,A0
8.495,A1,A0,95,9,A0
3.5,A2,A1,101,9,A1
1.35,A4,,101,2,A0
7.0,A1,A0,235,3,A0
5.5,A1,A0,136,6,A0
8.95,A1,A1,105,3,A0
26.9,A5,A0,239,12,A0
0.75,A2,A1,0,0,A2
0.5,A0,A0,75,0,A1
2.35,A3,A1,102,2,A0
1.45,A5,A0,136,3,A0
22.5,A6,A0,140,2,A0
1.499,A5,A0,102,8,A0
14.5,A1,A1,170,4,A0
3.3,A1,A0,143,7,A0
5.9,A2,A1,95,2,A1
9.8,A5,A0,272,6,A0
3.6,A3,A1,75,3,A0
19.9,A5,A0,231,9,A0
1.35,A2,A2,0,0,A1
3.9,A0,A1,61,7,A0
7.999,A4,A1,140,5,A0
7.999,A4,A0,272,1,A0
9.5,A0,A1,150,6,A0
2.5,A1,A1,163,12,A0
0.0,A1,A1,75,3,A2
7.0,A7,A1,90,1,A0
2.1,A4,A1,101,3,A1
0.85,A0,A1,45,11,A1
8.99,A4,A1,218,6,A0
9.5,A4,A1,109,6,A0
0.5,A2,A2,0,0,A1
2.499,A4,A1,143,6,A0
8.8,A1,A2,184,9,A1
2.2,A1,A1,118,6,A0
4.6,A4,A1,143,3,A1
1.999,A1,A1,125,6,A0
0.3,A1,A1,90,6,A1
2.5,A1,A1,75,6,A0
3.7,A0,A1,1399,12,A0
4.5,A3,A0,193,6,A2
1.85,A3,A1,88,4,A2
0.3,A2,A1,60,8,A2
0.0,A3,A1,112,8,A1
11.5,A4,A1,0,2,A0
7.999,A7,A1,120,4,A0
2.5,A0,A1,90,8,A0
6.99,A5,A1,143,10,A0
,A5,A1,116,4,A2
3.0,A5,A1,2007,3,A2
1.0,A4,A1,150,0,A2
0.95,A0,A1,50,2,A0
9.2,A1,A1,177,12,A0
0.2,A0,A1,50,4,A1
0.99,A1,A0,140,5,A1
1.212,A0,A1,50,3,A0
4.5,A6,A0,140,11,A0
0.5,A0,A0,60,6,A0
12.9,A4,A1,125,10,A0
0.29,A2,A2,0,0,A1
0.35,A4,A1,116,1,A0
2.999,A1,A1,150,6,A0
2.4,A0,A1,116,5,A0
1.0,A1,A1,102,7,A0
4.7,A1,A1,125,2,A0
1.999,A1,A0,90,8,A0
10.8,A7,A0,179,11,A0
0.96,A0,A1,54,10,A1
1.2,A4,A1,136,8,A0
1.05,A2,A1,60,4,A1
14.999,A6,A0,286,2,A0
2.65,A1,A1,160,6,A0
20.0,A0,A0,140,4,A0
6.899,A0,A1,75,5,A0
24.999,A3,A1,160,12,A0
16.25,A4,A0,170,9,A0
6.25,A1,A1,116,7,A0
7.99,A0,A1,200,3,A0
4.5,A7,A1,116,6,A0
0.001,A2,A0,0,0,A1
1.35,A0,A1,58,7,A0
16.5,A4,A1,170,2,A1
3.5,A1,A0,129,3,A0
3.55,A3,A1,109,6,A0
0.6,A1,A1,75,12,A0
41.79,A1,A0,300,1,A0
5.555,A4,A1,140,3,A0
2.35,A4,A1,75,7,A0
15.9,A1,A0,272,3,A0
0.55,A0,A1,0,0,A1
0.0,A1,A1,220,10,A0
9.8,A1,A0,224,2,A0
21.999,A7,A1,239,6,A0
0.6,A1,A0,0,4,A0
2.9,A1,A1,103,1,A0
8.25,A0,A1,87,0,A1
3.55,A4,A1,109,11,A0
34.0,A7,A0,200,6,A0
,A7,A1,111,2,A1
1.45,A4,A1,75,6,A0
1.5,A4,A1,43,1,A0
1.78,A0,A1,75,7,A0
0.2,A0,A1,75,10,A0
16.499,A5,A1,179,4,
0.45,A2,A1,69,0,A0
13.0,A7,A1,120,6,A0
5.9,A0,A1,80,7,A0
2.2,A0,A1,125,3,A1
1.6,A2,A2,0,0,A1
4.0,A1,A1,86,5,A1
0.5,A0,A1,60,8,A0
1.2,A1,A1,95,2,A0
6.65,A0,A1,85,5,A0
2.2,A5,A1,150,8,A2
1.199,A1,A1,75,12,A0
3.999,A1,A1,116,4,A0
2.0,A4,A0,165,3,A0
13.8,A3,A1,131,5,A0
16.5,A4,A0,143,8,A0
8.7,A3,A1,151,10,A0
1.0,A4,A1,118,3,A1
3.39,A0,A1,64,9,A0
,A0,A1,60,3,A2
18.75,A4,A0,102,5,A0
9.49,A0,A1,69,12,A0
1.2,A0,A1,54,7,A0
2.8,A4,A1,107,3,A0
48.9,A5,A0,275,11,A0
10.5,A0,A1,190,3,A0
4.35,A4,A1,109,0,A1
22.9,A4,A0,239,7,A0
0.0,A3,A0,170,10,A0
37.9,A6,A0,204,12,A0
2.99,A4,A1,204,6,A0
0.75,A3,A1,90,3,A2
10.6,A1,A1,116,11,A0
13.275,A1,A1,120,9,A0
5.3,A1,A1,209,6,A0
15.5,A1,A0,156,1,A0
0.899,A0,A1,75,7,A0
1.55,A2,A0,125,10,A0
0.8,A4,A0,150,4,A0
0.6,A4,A1,136,4,A2
0.0,A7,A1,69,9,A2
1.85,A1,A0,190,12,A1
10.95,A1,A1,105,8,A0
0.5,A1,A1,101,3,A2
1.5,A0,A1,101,0,A0
1.3,A2,A1,0,0,A1
4.7,A7,A1,143,11,A0
2.599,A1,A0,177,10,A2
1.45,A0,A1,75,7,A0
,A0,A1,60,3,A0
0.5,A0,A0,60,1,A2
23.9,A3,A1,125,9,A0
2.3,A0,A1,65,9,A0
2.5,A4,A1,69,2,A2
2.0,A4,A1,165,10,A2
5.6,A1,A1,226,7,A0
1.2,A1,A1,102,11,A0
2.1,A0,A0,75,2,A0
0.3,A1,A1,0,5,A2
,A0,A1,50,2,A0
1.65,A1,A1,74,12,A0
7.699,A4,A1,0,6,A1
1.6,A0,A1,60,12,A0
3.9,A7,A1,75,6,A1
1.899,A0,A2,45,11,A0
2.45,A0,A1,54,8,A0
1.699,A0,A1,45,7,A0
0.5,A4,A1,71,8,A0
1.0,A0,A1,58,1,A2
9.3,A1,A1,122,5,A0
14.999,A1,A0,116,4,A1
5.0,A3,A1,105,9,A0
19.99,A0,A0,184,5,A0
3.4,A1,A0,125,2,A0
19.9,A1,A2,287,0,A1
10.777,A0,A1,71,9,A0
3.8,A3,A0,204,10,A1
,A0,A1,150,4,A0
1.2,A0,A1,58,9,A1
2.69,A2,A1,102,6,A0
6.25,A0,A1,69,9,A0
1.599,A4,A1,131,2,A0
7.6,A4,A1,140,4,A0
3.499,A0,A1,75,5,
8.9,A4,A1,126,8,A0
3.3,A1,A1,116,7,A0
3.2,A1,A1,193,4,A0
1.25,A2,A2,0,0,A0
23.96,A3,A0,150,7,A0
6.0,A3,A1,120,2,A0
2.5,A1,A2,0,7,A1
0.4,A0,A1,51,0,A1
0.75,A2,A1,89,10,A1
9.9,A6,A0,218,5,A0
1.25,A3,A1,145,10,A1
12.9,A2,A1,177,11,A0
0.5,A0,A1,45,11,A0
1.2,A1,A1,75,7,A2
,A4,A1,177,1,A0
2.2,A0,A1,75,4,A0
9.9,A4,A1,170,3,A0
4.0,A0,A1,65,10,A0
5.9,A1,A1,140,2,A0
3.4,A1,A1,101,4,A0
4.0,A4,A1,0,3,A2
2.15,A3,A1,139,5,A0
14.0,A5,A1,204,8,A0
6.45,A1,A1,143,12,A0
2.799,A4,A1,75,9,A0
11.95,A1,A0,170,6,A0
3.7,A3,A1,239,11,A0
1.38,A0,A1,58,8,A0
0.4,A0,A1,60,0,A1
1.95,A1,A1,75,3,A0
23.0,A1,A0,0,0,A1
6.5,A1,A0,190,1,A0
0.9,A7,A1,75,7,A0
0.95,A1,A1,122,5,A0
1.4,A2,A2,58,0,A1
2.099,A1,A1,65,5,A1
2.95,A0,A1,69,12,A0
0.0,A2,A2,0,0,A0
2.15,A1,A1,75,10,A0
14.3,A4,A0,125,12,A0
1.8,A1,,75,11,A0
14.9,A1,A1,231,11,A0
,A5,A0,170,1,A0
1.5,A2,A0,125,6,A0
10.99,A1,A1,120,8,A0
3.75,A0,A1,60,2,A0
1.2,A1,A1,0,0,A1
22.5,A1,A0,150,4,A0
5.4,A0,A1,73,2,
0.59,A0,A1,45,5,A0
,A2,A2,0,9,A0
19.9,A0,A0,185,4,A0
3.8,A3,A1,116,10,A0
16.25,A3,A1,140,5,A0
5.85,A0,A1,87,1,A0
9.8,A1,A1,260,8,A0
7.95,A1,A1,80,5,A0
13.5,A5,A0,292,2,A0
8.55,A1,A1,105,7,A0
0.5,A1,A1,0,0,A1
1.999,A1,A1,75,9,A0
5.3,A1,A0,163,8,A0
15.05,A1,A1,155,5,A0
0.75,A4,A1,116,12,A0
0.95,A5,A1,60,12,A0
0.65,A2,A1,55,1,A1
6.8,A1,A0,150,8,A0
3.3,A3,A1,136,6,A2
0.45,A4,A2,90,6,A1
7.95,A3,A1,101,6,A0
9.999,A1,A1,163,10,A0
1.8,A5,A1,150,10,A0
1.699,A1,A1,150,12,A0
0.799,A4,A1,122,0,A0
1.38,A4,A1,194,3,A0
1.9,A4,A1,101,4,A1
0.55,A0,A1,75,5,A0
2.95,A3,A1,116,5,A0
8.999,A4,A1,69,10,A0
8.3,A1,A0,163,3,A0
3.2,A4,A1,101,5,A0
19.5,A5,A0,286,6,A0
22.8,A3,A0,163,5,A0
0.45,A0,A1,54,9,A2
0.75,A2,A1,75,4,A1
0.99,A1,A1,75,12,A0
0.55,A0,A1,60,2,A0
9.5,A6,A1,150,10,A0
,A3,A0,143,1,A0
0.7,A4,A0,144,3,A0
1.799,A7,A1,95,6,A0
6.85,A0,A1,90,5,A0
1.199,A0,A1,60,3,A0
4.0,A3,A0,200,7,A0
2.6,A2,A1,0,3,A1
10.5,A0,A1,75,4,A0
3.0,A2,A2,0,0,A1
2.2,A0,A1,58,2,A0
0.75,A1,A0,115,4,A0
,A2,A2,0,0,A1
10.4,A0,A1,60,3,A0
9.999,A1,A1,140,6,A0
17.7,A5,A0,231,7,A0
0.9,A2,A1,105,4,A2
8.3,A1,A0,218,12,A1
8.99,A2,A1,200,10,A0
18.99,A3,A1,110,9,A0
0.9,A2,A2,0,0,A1
24.999,A1,A0,239,6,A0
24.8,A5,A0,258,5,A0
1.499,A1,A1,75,11,A0
7.8,A1,A1,122,1,A0
1.0,A5,A1,193,7,A0
1.499,A0,A1,75,10,A0
,A4,A1,116,1,A0
0.3,A4,A1,0,4,A0
0.8,A0,A1,60,8,A2
9.0,A3,A1,163,2,A0
14.25,A3,A1,105,11,A0
0.7,A0,A1,101,6,A0
3.5,A7,A1,163,7,A0
1.2,A1,A1,101,7,A0
1.4,A2,A1,50,7,A2
14.2,A3,A0,147,2,A0
1.2,A0,A1,75,3,A0
0.95,A1,A1,116,3,A0
3.5,A1,A0,105,11,A2
1.5,A2,A1,0,11,A1
0.95,A1,A1,102,2,A0
24.3,A1,A1,186,12,A0
18.8,A3,A0,109,7,A0
53.5,A5,A0,514,2,A0
14.444,A5,A0,200,1,A0
0.25,A0,A1,0,8,A1
4.999,A0,A1,80,5,A0
2.8,A4,A1,109,6,A1
14.99,A7,A1,122,3,A0
0.85,A0,A1,45,1,A2
20.9,A1,A1,143,0,A0
2.299,A3,A1,136,9,A2
0.4,A0,A2,0,0,A1
1.1,A0,A1,60,12,A0
0.95,A0,A1,60,3,A0
11.999,A3,A0,163,3,A0
9.8,A1,A1,122,1,A0
18.0,A1,A0,245,11,A0
3.48,A4,A1,109,3,A0
1.6,A8,A1,115,10,A1
3.8,A3,A1,136,9,A0
1.888,A0,A1,101,6,
6.95,A1,A1,105,5,A0
1.4,A0,A1,60,7,A0
34.89,A1,A0,449,1,A0
1.8,A1,A1,100,7,A1
2.0,A5,A1,192,0,A1
5.9,A4,A1,177,9,A0
0.0,A4,A1,131,6,A2
1.2,A2,A0,0,8,A1
2.8,A0,A1,68,5,A1
13.85,A2,A1,136,4,A0
1.0,A0,A1,50,1,A0
0.6,A5,A1,110,6,A0
2.5,A1,A1,105,5,A0
2.499,A1,A1,75,6,A0
3.5,A0,A1,80,11,A0
0.98,A0,A1,80,1,A1
3.199,A0,A1,60,10,A0
1.3,A1,A1,101,7,A1
3.9,A3,A1,136,12,A0
5.5,A4,A1,102,3,A0
0.25,A8,A1,140,12,A2
0.95,A2,A1,60,9,A0
1.175,A0,A1,60,8,A0
6.5,A4,A1,150,4,A0
12.25,A1,A1,122,12,A0
10.0,A3,A0,150,11,A0
4.75,A0,A1,80,10,A0
1.65,A0,A1,58,8,A0
1.15,A5,A1,0,9,A0
2.899,A3,A1,62,5,A0
7.499,A0,A1,92,2,A0
13.9,A1,A0,224,5,
0.7,A2,A1,105,8,A2
1.85,A3,A1,80,7,A0
5.0,A0,A1,77,12,A0
0.0,A2,A2,0,0,A2
0.45,A1,A1,0,11,A2
0.379,A2,A0,122,0,A0
4.0,A8,A1,0,1,A1
0.6,A0,A1,75,8,A0
13.5,A1,A1,116,11,A0
2.2,A2,A1,0,6,A0
3.5,A1,A1,122,6,A0
9.95,A4,A0,190,10,A0
12.8,A7,A1,122,6,A0
12.0,A3,A1,131,3,A0
3.999,A1,A1,143,4,A0
1.45,A1,A1,75,12,A0
0.48,A2,A1,0,0,A1
3.45,A4,A1,115,2,A0
6.399,A0,A1,87,6,A0
6.5,A4,A1,143,5,A0
4.0,A1,A1,131,12,A0
1.2,A0,A1,60,1,A0
,A1,A0,231,0,A1
7.5,A7,A0,54,8,A0
1.55,A0,A1,0,7,A0
,A1,A0,218,9,A0
1.0,A0,A1,54,8,A1
10.49,A6,A0,224,4,A0
0.95,A0,A1,75,4,A0
18.999,A3,A1,140,8,A0
1.3,A4,A1,136,3,A0
1.2,A5,A1,136,2,A2
0.699,A1,A1,101,3,A2
20.9,A1,A0,211,11,A0
1.35,A1,A1,102,1,A0
7.3,A1,A1,140,9,A0
0.0,A0,A1,42,3,A2
0.05,A2,A2,0,0,A1
5.3,A0,A1,69,9,A0
3.98,A6,A1,109,3,A0
8.9,A4,A0,140,9,A0
7.69,A1,A1,0,0,A1
21.0,A1,A1,150,3,A0
4.75,A4,A1,101,11,
0.25,A0,A1,44,3,A0
5.0,A3,A1,140,6,A0
0.9,A2,A1,56,5,A0
1.1,A0,A1,0,0,A1
0.8,A1,A1,75,9,A0
6.75,A0,A1,80,3,A0
11.0,A1,A0,185,10,A0
10.0,A0,A1,27,5,A0
0.75,A1,A1,193,12,A0
0.99,A0,A1,75,9,A0
21.499,A1,A1,163,8,A0
2.25,A4,A1,136,4,A0
2.8,A1,A1,101,7,A0
0.75,A0,A1,60,5,A0
0.65,A0,A1,82,2,A0
5.5,A0,A1,69,11,A0
2.85,A0,A1,94,9,A0
4.4,A6,A1,150,11,A0
1.9,A2,A1,68,11,A0
2.9,A3,A1,75,6,A0
0.75,A4,A1,90,0,A2
13.65,A1,unknown,170,8,A0
6.6,A4,A1,147,9,A0
2.499,A1,A1,150,4,A0
1.2,A0,A1,85,5,A0
14.75,A5,A0,224,1,A0
0.699,A0,A1,45,6,A0
1.4,A2,A1,150,10,A2
3.0,A4,A0,250,11,A0
6.1,A3,A1,131,3,A0
1.6,A1,A1,150,0,A1
,A0,A1,0,12,A1
1.399,A1,A1,105,10,A0
0.39,A0,A1,54,12,A1
1.6,A4,A1,113,12,A0
0.5,A8,A1,0,12,A0
0.5,A1,A1,125,5,A0
8.4,A6,A1,86,4,A1
3.99,A1,A1,95,9,A0
0.9,A3,A1,125,3,A0
2.0,A5,A2,150,6,A2
8.5,A4,A0,105,5,A0
13.95,A4,A0,143,12,A0
0.749,A1,A1,105,0,A2
17.8,A6,A0,231,10,A0
10.5,A1,A1,218,5,A0
8.0,A4,A1,105,6,A0
2.15,A5,A1,180,9,A0
0.15,A0,A1,58,8,A2
2.2,A1,A0,235,3,A0
4.8,A0,A0,68,9,A0
1.2,A1,A1,115,0,A0
1.2,A4,A1,0,1,A1
2.65,A3,A1,69,5,A0
12.499,A1,A1,143,0,A0
,A0,A1,94,5,A0
7.6,A6,A0,0,3,A0
3.25,A3,A1,75,11,A0
19.9,A1,A0,170,3,A0
8.5,A1,A0,184,4,A2
4.75,A0,A1,80,10,A0
0.55,A0,A1,60,7,A0
17.5,A1,A0,122,2,A0
,A1,A0,140,7,A1
0.35,A2,A2,0,0,A2
0.749,A0,A1,53,6,A1
8.99,A5,A0,150,3,A0
10.5,A6,A1,105,11,A0
12.5,A4,A0,231,1,A0
2.15,A0,A1,75,9,A0
2.49,A7,A1,90,12,A0
3.15,A1,A1,118,10,A0
0.59,A3,A1,101,9,A0
8.499,A4,A1,163,9,A0
41.4,A5,A0,333,3,A0
1.1,A6,A1,141,8,A0
4.0,A1,A0,163,4,
1.5,A8,A1,103,2,A0
0.55,A0,A1,75,5,A0
3.85,A0,A1,87,7,A0
1.5,A4,A1,101,6,A2
1.79,A4,A1,129,7,A0
6.5,A1,A1,140,11,A0
0.75,A1,A1,60,1,A2
0.5,A0,A1,54,3,A0
6.7,A1,A1,102,11,A0
1.45,A2,A1,75,3,A1
4.6,A4,A1,131,8,A0
0.2,A0,A1,49,3,A0
2.95,A7,A1,95,3,A1
26.8,A6,A1,170,2,A0
4.95,A4,A0,140,10,A0
2.85,A6,A0,140,9,A0
0.4,A5,A1,125,2,A0
0.975,A2,A0,54,5,A0
27.45,A6,A1,190,6,A0
5.5,A3,A1,0,0,A1
0.25,A0,A1,75,8,A1
3.3,A7,A2,115,1,A1
16.4,A6,A1,116,5,A0
1.2,A1,A1,75,6,A0
0.7,A1,A1,75,4,A2
9.9,A8,A1,110,5,A1
0.35,A0,A1,88,12,A0
2.85,A8,A1,57,3,A0
6.9,A0,A1,115,9,A1
2.6,A5,A1,190,5,A0
0.999,A1,A1,75,9,A0
1.9,A5,A1,0,4,A1
1.7,A1,A1,105,3,A0
3.1,A1,A1,75,4,A0
0.7,A0,A1,45,5,
4.3,A4,A1,211,3,A0
1.35,A7,A1,41,7,A2
10.8,A4,A1,131,5,A0
0.0,A1,A1,50,7,A0
,A4,A1,0,0,A2
7.75,A0,A1,82,3,A0
17.85,A8,A1,177,4,A0
0.5,A2,A1,75,4,A1
5.999,A1,,150,2,A0
,A4,A1,124,12,A0
1.699,A1,A1,0,1,A0
0.55,A3,A1,140,6,A2
0.6,A4,A1,107,8,A0
5.723,A1,A1,143,2,A0
0.79,A4,A1,86,0,A0
11.9,A4,A1,177,3,A0
12.9,A0,A0,58,4,A0
1.25,A1,A0,170,11,A0
3.3,A4,A1,231,8,A0
19.599,A4,A0,102,10,A0
1.3,A2,A1,116,0,A1
9.0,A0,A0,179,8,A0
0.75,A0,A0,0,8,A2
24.9,A7,A0,306,2,A0
0.3,A3,A1,86,7,A2
2.599,A3,A0,147,10,A0
6.5,A4,A1,140,8,A0
,A6,A0,235,7,A0
5.9,A1,A1,116,10,A0
5.49,A1,A1,143,4,A0
1.9,A2,A1,90,6,A0
39.99,A1,A0,360,3,A0
,A0,A1,64,12,A1
1.45,A1,A1,113,1,A0
6.499,A4,A1,140,5,A0
0.0,A4,A1,150,5,A2
,A4,A2,354,0,A1
1.95,A0,A1,75,6,A0
3.0,A8,A1,134,4,A2
1.69,A1,A1,90,4,A0
2.7,A3,A0,174,8,A0
1.2,A0,A2,0,12,A0
3.95,A1,A1,0,3,A0
9.999,A1,A1,163,6,A0
4.5,A0,A1,64,3,A0
1.95,A7,A1,75,4,A2
0.6,A1,A1,0,0,A1
1.0,A1,A2,115,6,A2
1.5,A1,A1,75,1,A0
10.99,A2,A1,174,0,A0
3.7,A5,A1,90,12,A1
11.9,A3,A1,140,12,A0
15.699,A1,A1,75,4,A0
68.0,A1,A0,313,7,A0
0.4,A0,A1,50,12,A2
1.249,A2,A1,85,10,A0
39.45,A6,A0,245,5,A0
1.9,A3,A1,75,12,A1
0.6,A1,A0,101,10,A2
,A1,A0,144,4,A0
4.999,A1,A1,116,10,A0
8.0,A2,A1,125,6,
2.8,A2,A1,115,0,A0
0.5,A0,A1,60,9,A2
1.2,A1,A1,170,7,A0
1.5,A0,A1,58,3,A0
7.8,A1,A0,177,3,A0
1.45,A4,A1,136,9,A0
1.0,A7,A1,90,1,A2
17.5,A6,A0,224,8,A0
3.65,A4,A0,140,12,A0
,A4,A0,143,11,A0
0.999,A1,A1,101,10,A0
,A0,A1,0,1,A2
1.199,A1,A1,60,5,A1
4.499,A1,A1,209,0,A1
,A0,A1,125,12,A0
5.95,A4,A1,140,9,A0
1.499,A1,A1,75,4,A0
0.3,A0,A1,75,2,A1
1.44,A0,A1,50,3,A1
6.999,A6,A0,174,9,A0
15.2,A0,A1,105,6,A0
2.6,A4,A1,101,11,A0
7.99,A1,A1,143,5,A2
0.5,A1,A1,90,7,A0
5.8,A6,A0,273,11,A0
2.499,A2,A1,64,8,A1
7.9,A1,A1,105,11,A0
2.199,A8,A2,0,10,A1
3.399,A4,A1,101,6,A0
0.699,A0,A1,50,5,A1
4.95,A0,A1,90,1,A0
2.2,A1,A1,75,6,A0
3.1,A0,A1,0,11,A1
4.95,A7,A1,179,3,A0
0.42,A2,A1,70,0,A1
2.85,A1,A1,900,2,A0
8.3,A0,A1,99,3,A0
3.1,A0,A1,54,4,A0
6.9,A4,A0,232,6,A0
0.7,A4,A1,110,4,A1
0.599,A2,A2,0,3,
1.7,A1,A1,101,6,A1
0.45,A1,A0,90,6,A0
1.5,A4,A1,136,11,A2
0.05,A1,A1,0,4,A1
0.35,A0,A1,0,11,A1
0.38,A0,A1,60,0,A1
1.499,A3,A1,75,9,A0
3.5,A4,A0,179,11,A1
18.19,A1,A1,110,3,A0
0.4,A5,A1,170,0,A2
4.999,A3,A1,0,10,A0
2.1,A1,A1,155,0,A1
6.499,A4,A1,150,7,A0
0.49,A4,A1,170,12,A0
1.8,A0,A1,60,9,
1.255,A1,A1,0,0,A1
1.8,A4,A1,150,11,A0
7.199,A2,A1,0,7,A0
2.2,A0,A1,63,8,A0
1.7,A0,A1,75,3,A2
8.1,A7,A1,86,9,A0
5.6,A4,A1,122,10,A2
0.599,A0,A1,90,4,A0
3.4,A0,A0,41,4,A0
10.4,A1,A0,163,4,A0
1.05,A1,A1,90,11,A2
2.3,A1,A0,0,11,A0
1.84,A4,A1,193,10,A0
2.45,A4,A1,88,12,A1
1.3,A4,A0,0,12,A0
10.5,A4,A1,101,4,A0
11.6,A2,A1,90,9,A0
0.0,A4,A1,75,8,A1
8.99,A4,A1,109,1,A0
5.0,A1,A1,185,12,A0
